colour_name,hex_value,api_featured_image,brand,category,created_at,currency,description,id,image_link,name,price,price_sign,product_api_url,product_link,product_type,rating,tag_list,updated_at,website_link,distances
Pink Honey,#e79da4,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/776/original/open-uri20171223-4-122ljen?1514072604,clinique,,2017-12-23 17:09:11.983,USD,"Vibrant yet natural-looking cheek colour that looks virtually powderless. In a silky smooth, stay-true formula with shades for every skin tone. That just-pinched look, simply effortless.",776,https://www.clinique.com/media/export/cms/products/181x209/clq_7THL_181x209.png,Cheek Pop&trade;,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/776.json,https://www.clinique.com/product/1593/29770/makeup/blushers/cheek-pop,blush,,[],2017-12-23 23:43:25.003,https://www.clinique.com,77.67882594375381
Rose (7860C) ,#faaab5,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/444/original/open-uri20171223-4-20adlg?1514063325,physicians formula,powder,2016-10-01 18:34:53.304,,"Physicians Formula Mineral Wear Airbrushing Blush is an ultra-fine mineral blush delivers a radiant pop of color with a flawless airbrushed finish.Directions: Buff on blush over cheekbones to define and contour or apply right below
 cheekbones for amore defined and dramatic look. For the most even 
application, be sure to tap excess powder from brush before applying.Ingredients: Mica, Boron Nitride, Zinc Stearate, Lauroyl Lysine, Tricaprylin, 
Magnesium Silicate, Camellia Oleifera Leaf Extract, Chamomilla Recutita 
(Matricaria) Flower Extract, Ginkgo Biloba Leaf Extract, Panax Ginseng 
Root Extract, Carthamus Tinctorius (Safflower) Seed Oil, Tocopheryl 
Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Chlorphenesin, Potassium
 Sorbate, Sodium Dehydroacetate, May Contain: Iron Oxides, Titanium 
Dioxide, Zinc OxideHypoallergenic. Fragrance-Free. Paraben-Free. Gluten Free.  Dermatologist approved. Non-Comedogenic.",444,"https://d3t32hsnjxo7q6.cloudfront.net/i/e096eb4264561b76a90a9a2bfb6cfca2_ra,w158,h184_pa,w158,h184.jpeg",Physicians Formula Mineral Wear Airbrushing Blush,15.49,,http://makeup-api.herokuapp.com/api/v1/products/444.json,https://well.ca/products/physicians-formula-mineral-wear_70987.html,blush,4.8,[Gluten Free],2017-12-23 21:08:45.797,https://well.ca,77.82673062643708
03-Berry Amore (Rose Berry with Gold Shimmer ) ,#E2918C,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/435/original/open-uri20171223-4-1dbovcq?1514063324,milani,powder,2016-10-01 18:34:41.358,,"This silky blush with benefits can be used so many ways. It shapes, it contours, it highlights. Sunbaked on Italian terracotta tiles, it’s buildable from sheer to vibrant. Yes, it adds a cheeky pop of colour to your complexion. Radiance and warmth, too.Features:Multi-purpose: shapes, contours and highlights cheeksEasy to use for a perfect radiant finishMirror & brush applicator includedStreak-freeBuildable from sheer to vibrantApplication: Glide brush through color and lightly tap off excess powder. Lightly apply to cheeks, forehead, chin and/or nose and blend well for a soft glow.Ingredients: Talc, Mica, Glyceryl Ethylhexanoate/Stearate/Adipate, Dimethicone, Octyldodecyl Stearoyl Stearate, Isopropyl Myristate, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Sorbitan Stearate, Zea Mays (Corn) Starch, Lauroyl Lysine, Magnesium Aluminum Silicate, Cetearyl Ethylhexanoate, Sodium Dehydroacetate, Nylon-12, Imidazolidinyl Urea, Methylparaben, Silica, Ethylparaben, Propylparaben, Butylparaben, Titanium Dioxide (CI 77891), Iron Oxide (CI 77491). +/- May Contain: Iron Oxide (CI 77492, CI 77499), Yellow 5 (CI 19140), Red 7 (CI 15850), Yellow 6 (CI 15985), Carmine (CI 75470), Ultramarines (CI 77007). Shade Range: ",435,"https://d3t32hsnjxo7q6.cloudfront.net/i/4ae353dcae46e9b97c4915566fc9190a_ra,w158,h184_pa,w158,h184.png",Milani Baked Blush,7.99,,http://makeup-api.herokuapp.com/api/v1/products/435.json,https://well.ca/products/milani-baked-blush_32703.html,blush,4.7,[],2017-12-23 21:08:44.433,https://well.ca,78.3007024234138
BEVERLY HILLS BLUSH,#e59395,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/520/original/data?1514062160,smashbox,,2016-10-02 01:32:53.657,,"Get the ultimate West Coast glow—in a stick! From Santa Monica to Sunset Boulevard, our latest innovation in illumination is inspired by the magic light of L.A. This multipurpose color for lips and cheeks can be increased from a subtle sheen to a full-on flush. The lightweight, creamy formula looks and feels as natural as your own skin.Want a strobing effect? Try Hollywood & Highlight!Apply to face, lips and/or cheeks for a beautifully illuminated veil of natural color. Blend with the included buffing sponge.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Silicone, Oil, Fragrance & Talc.INGREDIENTS: DIISOSTEARYL MALATE , OCTYLDODECANOL , POLYGLYCERYL-3 DIISOSTEARATE , POLYETHYLENE , MICROCRYSTALLINE WAX\CERA MICROCRISTALLINA\CIRE MICROCRISTALLINE , DICALCIUM PHOSPHATE , TIN OXIDE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41464>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Get the ultimate West Coast glow—in a stick! From Santa Monica to Sunset Boulevard, our latest innovation in illumination is inspired by the magic light of L.A. This multipurpose color for lips and cheeks can be increased from a subtle sheen to a full-on flush. The lightweight, creamy formula looks and feels as natural as your own skin.Want a strobing effect? Try Hollywood & Highlight!Apply to face, lips and/or cheeks for a beautifully illuminated veil of natural color. Blend with the included buffing sponge.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Silicone, Oil, Fragrance & Talc.INGREDIENTS: DIISOSTEARYL MALATE , OCTYLDODECANOL , POLYGLYCERYL-3 DIISOSTEARATE , POLYETHYLENE , MICROCRYSTALLINE WAX\CERA MICROCRISTALLINA\CIRE MICROCRISTALLINE , DICALCIUM PHOSPHATE , TIN OXIDE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41464>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            ",520,https://www.smashbox.com/media/images/products/388x396/sbx_sku_61630_388x396_0.jpg,L.A. Lights Cheek & Lip Color,29.0,,http://makeup-api.herokuapp.com/api/v1/products/520.json,http://www.smashbox.com/product/17652/34879/Lips-Cheek/Blush/LA-Lights-Cheek-Lip-Color/NEW,blush,,[],2017-12-23 20:49:20.286,http://www.smashbox.com/,78.67019766086774
Statement Red,#F8B7BD,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/918/original/open-uri20171224-4-1g2payx?1514082631,nyx,,2017-12-24 02:28:34.896,USD,Baked to sheer perfection this luxurious formula is packed full of pigments to provide a natural glow and highlight to the face. Uniquely designed to be used wet or dry depending upon the makeup statement you want to make. When used dry with a brush the look is light and fresh. Want more color? No Problem! Apply wet with a makeup sponge for more intensity.,918,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwfdfb0cd6/ProductImages/Face/Baked_Blush/800897824181_bakedblush_fullonfemme_main.jpg?sw=390&sh=390&sm=fit,Baked Blush,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/918.json,https://www.nyxcosmetics.com/baked-blush/NYX_128.html?cgid=blush,blush,,[],2017-12-24 02:30:31.495,https://www.nyxcosmetics.com,78.70196947980399
Cupid,#f18f94,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/777/original/open-uri20171223-4-v4q2w6?1514072605,clinique,,2017-12-23 17:09:12.709,USD,"Silky formula sweeps effortlessly over cheekbones to create a natural look. Fresh, jet-milled colour builds and blends beautifully to desired intensity with custom sculpting brush. Long-wearing, colour-true. Oil-free.",777,https://www.clinique.com/media/export/cms/products/181x209/clq_6FLK_181x209.png,Blushing Blush&trade; Powder Blush,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/777.json,https://www.clinique.com/product/1593/5265/makeup/blushers/blushing-blush-powder-blush,blush,,[],2017-12-23 23:43:25.653,https://www.clinique.com,78.7273777030583
Sunset Glow,#e98c86,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/777/original/open-uri20171223-4-v4q2w6?1514072605,clinique,,2017-12-23 17:09:12.709,USD,"Silky formula sweeps effortlessly over cheekbones to create a natural look. Fresh, jet-milled colour builds and blends beautifully to desired intensity with custom sculpting brush. Long-wearing, colour-true. Oil-free.",777,https://www.clinique.com/media/export/cms/products/181x209/clq_6FLK_181x209.png,Blushing Blush&trade; Powder Blush,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/777.json,https://www.clinique.com/product/1593/5265/makeup/blushers/blushing-blush-powder-blush,blush,,[],2017-12-23 23:43:25.653,https://www.clinique.com,79.05061669588669
Apricot,#DF925C,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/001/017/original/open-uri20180630-4-1r5paz3?1530390370,lotus cosmetics usa,cream,2018-06-30 19:19:30.678,USD,"A cream to powder blush made with all natural ingredients that applies like a soft cream but finishes like a silky powder. Antioxidant-rich botanicals help moisturize the skin, while natural pigments provide long-lasting buildable color for a healthy, radiant glow. Made with natural and organic ingredients.",1017,https://www.purpicks.com/wp-content/uploads/2018/03/lotus-cosmetics-usa-creme-to-powder-blush.png,Creme to Powder Blush,0.0,$,http://makeup-api.herokuapp.com/api/v1/products/1017.json,https://www.purpicks.com/product/lotus-cosmetics-usa-creme-powder-blush/,blush,,"[Organic, USDA Organic, purpicks]",2018-09-02 22:52:06.437,https://purpicks.com/,79.20227269466452
Sugar Mama,#F9D9C4,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/918/original/open-uri20171224-4-1g2payx?1514082631,nyx,,2017-12-24 02:28:34.896,USD,Baked to sheer perfection this luxurious formula is packed full of pigments to provide a natural glow and highlight to the face. Uniquely designed to be used wet or dry depending upon the makeup statement you want to make. When used dry with a brush the look is light and fresh. Want more color? No Problem! Apply wet with a makeup sponge for more intensity.,918,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwfdfb0cd6/ProductImages/Face/Baked_Blush/800897824181_bakedblush_fullonfemme_main.jpg?sw=390&sh=390&sm=fit,Baked Blush,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/918.json,https://www.nyxcosmetics.com/baked-blush/NYX_128.html?cgid=blush,blush,,[],2017-12-24 02:30:31.495,https://www.nyxcosmetics.com,79.28429857165919
01-Dolce Pink (Pink Shimmer) ,#F2A5B2,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/435/original/open-uri20171223-4-1dbovcq?1514063324,milani,powder,2016-10-01 18:34:41.358,,"This silky blush with benefits can be used so many ways. It shapes, it contours, it highlights. Sunbaked on Italian terracotta tiles, it’s buildable from sheer to vibrant. Yes, it adds a cheeky pop of colour to your complexion. Radiance and warmth, too.Features:Multi-purpose: shapes, contours and highlights cheeksEasy to use for a perfect radiant finishMirror & brush applicator includedStreak-freeBuildable from sheer to vibrantApplication: Glide brush through color and lightly tap off excess powder. Lightly apply to cheeks, forehead, chin and/or nose and blend well for a soft glow.Ingredients: Talc, Mica, Glyceryl Ethylhexanoate/Stearate/Adipate, Dimethicone, Octyldodecyl Stearoyl Stearate, Isopropyl Myristate, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Sorbitan Stearate, Zea Mays (Corn) Starch, Lauroyl Lysine, Magnesium Aluminum Silicate, Cetearyl Ethylhexanoate, Sodium Dehydroacetate, Nylon-12, Imidazolidinyl Urea, Methylparaben, Silica, Ethylparaben, Propylparaben, Butylparaben, Titanium Dioxide (CI 77891), Iron Oxide (CI 77491). +/- May Contain: Iron Oxide (CI 77492, CI 77499), Yellow 5 (CI 19140), Red 7 (CI 15850), Yellow 6 (CI 15985), Carmine (CI 75470), Ultramarines (CI 77007). Shade Range: ",435,"https://d3t32hsnjxo7q6.cloudfront.net/i/4ae353dcae46e9b97c4915566fc9190a_ra,w158,h184_pa,w158,h184.png",Milani Baked Blush,7.99,,http://makeup-api.herokuapp.com/api/v1/products/435.json,https://well.ca/products/milani-baked-blush_32703.html,blush,4.7,[],2017-12-23 21:08:44.433,https://well.ca,79.31582439841371
Iced Lotus,#f397a4,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/777/original/open-uri20171223-4-v4q2w6?1514072605,clinique,,2017-12-23 17:09:12.709,USD,"Silky formula sweeps effortlessly over cheekbones to create a natural look. Fresh, jet-milled colour builds and blends beautifully to desired intensity with custom sculpting brush. Long-wearing, colour-true. Oil-free.",777,https://www.clinique.com/media/export/cms/products/181x209/clq_6FLK_181x209.png,Blushing Blush&trade; Powder Blush,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/777.json,https://www.clinique.com/product/1593/5265/makeup/blushers/blushing-blush-powder-blush,blush,,[],2017-12-23 23:43:25.653,https://www.clinique.com,79.51100552753688
Medium Pink ,#FF93A0,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/439/original/open-uri20171223-4-1max36x?1514063325,maybelline,powder,2016-10-01 18:34:46.302,,"Maybelline Fit Me Blush has lightweight pigments blend easily and wear evenly. It provides a natural, fade-proof cheek color that leaves skin the way it was meant to be...fresh, breathing, and natural.

For Best Results: For soft, natural look, brush along cheekbone, sweeping upward.",439,"https://d3t32hsnjxo7q6.cloudfront.net/i/53d5f825461117c0d96946e1029510b0_ra,w158,h184_pa,w158,h184.png",Maybelline Fit Me Blush,10.29,,http://makeup-api.herokuapp.com/api/v1/products/439.json,https://well.ca/products/maybelline-fit-me-blush_31269.html,blush,4.8,[],2017-12-23 21:08:45.097,https://well.ca,79.61155694998057
Defining Nectars,"#f5cdc4,#f4b6a6,#ef8c85",//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/778/original/data?1514072606,clinique,,2017-12-23 17:09:13.451,USD,"Versatile cheek sculpting compact with natural-looking shades that blend and build beautifully. Use each separately to colour, contour, highlight. Or swirl them together for a quick easy glow. Use mid-toned shade as a blush, deep-toned shade to contour, lightest shade to highlight. For a quick, easy glow swirl brush over entire palette and dust over apples of cheeks. Long-wearing, oil-free. ",778,https://www.clinique.com/media/export/cms/products/181x209/clq_ZAMN_181x209.png,Sculptionary&trade; Cheek Contouring Palette,34.0,$,http://makeup-api.herokuapp.com/api/v1/products/778.json,https://www.clinique.com/product/1593/34892/makeup/blushers/sculptionary-cheek-contouring-palette,blush,,[],2017-12-23 23:43:26.248,https://www.clinique.com,80.1373820385967
Wanderlust,#F0CBC3,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/918/original/open-uri20171224-4-1g2payx?1514082631,nyx,,2017-12-24 02:28:34.896,USD,Baked to sheer perfection this luxurious formula is packed full of pigments to provide a natural glow and highlight to the face. Uniquely designed to be used wet or dry depending upon the makeup statement you want to make. When used dry with a brush the look is light and fresh. Want more color? No Problem! Apply wet with a makeup sponge for more intensity.,918,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwfdfb0cd6/ProductImages/Face/Baked_Blush/800897824181_bakedblush_fullonfemme_main.jpg?sw=390&sh=390&sm=fit,Baked Blush,7.0,$,http://makeup-api.herokuapp.com/api/v1/products/918.json,https://www.nyxcosmetics.com/baked-blush/NYX_128.html?cgid=blush,blush,,[],2017-12-24 02:30:31.495,https://www.nyxcosmetics.com,80.18728078691782
Mauve N' Out,#E68B84,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/916/original/open-uri20171224-4-12rfxs8?1514082623,nyx,,2017-12-24 02:28:30.659,USD,A high definition lightweight blush that blends evenly. This vibrant and silky blush delivers a beautiful flush of color and is paraben free.,916,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw565af449/ProductImages/Face/High_Definition_Blush/highdefinitionblush_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/916.json,https://www.nyxcosmetics.com/high-definition-blush/NYX_178.html?cgid=blush,blush,,[],2017-12-24 02:30:23.527,https://www.nyxcosmetics.com,80.46738469715541
Mauve N' Out,#E68B84,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/922/original/open-uri20171224-4-1fun686?1514082642,nyx,,2017-12-24 02:28:44.070,USD,,922,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw587b93a7/ProductImages/Face/High_Definition_Pro_Blush_Refills/highdefinitionproblushrefills_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush Pro Refills,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/922.json,https://www.nyxcosmetics.com/high-definition-blush-pro-refills/NYX_254.html?cgid=blush,blush,,[],2017-12-24 02:30:42.574,https://www.nyxcosmetics.com,80.46738469715541
Pink Cloud,#FF8D97,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/881/original/open-uri20171224-4-xaiokt?1514082636,nyx,,2017-12-24 02:27:11.306,USD,"Indulge your cravings with our Whipped Lip & Cheek Soufflé. Our two-in-one mousse can be used to precisely line lips and on the apples of your cheeks for a soft, natural flush. Achieve a delicious wash of color with a matte finish using this creamy and multipurpose formula.",881,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwcffa1f2c/ProductImages/Lips/Whipped_Lip_And_Cheek_Souffle/whippedlipandcheeksouffle_main.jpg?sw=390&sh=390&sm=fit,Whipped Lip & Cheek Soufflé,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/881.json,https://www.nyxcosmetics.com/whipped-lip-and-cheek-souffle/NYX_233.html?cgid=blush,blush,,[],2017-12-24 02:30:36.924,https://www.nyxcosmetics.com,80.52949770115296
Catalina (Cotton Candy Pink) ,#ED94A0,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/434/original/data?1514063324,cargo cosmetics,powder,2016-10-01 18:34:39.515,,"A favorite with make-up artists Cargo's blendable and easy to wear blush 
offers a stunning array of shades from ranging from delicate neutrals to
 vibrant corals and pinks. Cargo blush is created with a moist and sheer
 powder formulation that glides easily over the skin for a beautiful, 
natural flush. The silky smooth texture layers well for added intensity 
as desired.  The pro formulation also offers longwearing and stay true 
color. Generously packaged in Cargo's oversized signature tin allowing for 
easy access with professional brushes.  


Features:
Silky smooth texture that layer well for added intensity as desiredLongwearing and stay true colorGenerously packaged in Cargo's oversized signature tin allowing for easy access with professional brushesShade Range: Cargo Cosmetics Blush is one of our 10 Makeup Must Haves.  See the full list on The Well.  Ingredients: Talc, Zinc Stearate, Boron Nitride, Octyldodecyl Stearate, Octyldodecyl 
Stearoyl Stearate, Phenoxyethanol, Silica, Tocopheryl Acetate, Caprylyl 
Glycol, Carthamus Tinctorius Seed Oil, Sorbic Acid, Aloe Barbadensis 
Leaf Extract. May Contain (+/-): CI 77019 (Mica), CI 77891 
(Titanium Dioxide), CI 15850 (Red 7 Lake), CI 15850 (Red 6 Lake), CI 
15985 (Yellow 6 Lake), CI 77491 (Iron Oxides), CI 77499 (Iron Oxides), 
CI 77492 (Iron Oxides), CI 77742 (Manganese Violet), CI 77007 
(Ultramarines).

",434,"https://d3t32hsnjxo7q6.cloudfront.net/i/b684853d1ee1ffd6125cdbb0308cb9c7_ra,w158,h184_pa,w158,h184.jpeg",Cargo Cosmetics Blush,26.0,,http://makeup-api.herokuapp.com/api/v1/products/434.json,https://well.ca/products/cargo-cosmetics-blush_87602.html,blush,4.8,[],2017-12-23 21:08:44.106,https://well.ca,80.80222769206304
Pink ,#E99DAA,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/448/original/data?1514063323,almay,powder,2016-10-01 18:35:01.157,,"Brighten up your complexion with smart shade™ powder blush. This lightweight, 
smooth formula glides on easily and evenly for a look of natural 
radiance. Three shades of bricked color swirl together to create the 
perfect blush shade for your skin.Application Tips: Swirl the brush across the top of the palette.  Sweep across the apples 
of your cheeks.  For an all-over glow, apply subtle strokes across the 
contours of your face.
            ",448,"https://d3t32hsnjxo7q6.cloudfront.net/i/f939707421649b0ceab58c0534ec44de_ra,w158,h184_pa,w158,h184.jpeg",Almay Smart Shade Powder Blush,14.49,,http://makeup-api.herokuapp.com/api/v1/products/448.json,https://well.ca/products/almay-smart-shade-powder-blush_84485.html,blush,4.0,[],2017-12-23 21:08:43.875,https://well.ca,80.88263101556477
756 Rose Chérie,#EB8881,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/684/original/open-uri20171223-4-14490w0?1514062728,dior,,2017-12-03 23:22:32.065,GBP,The iconic blush from the House of Dior: the new colour accessory for face makeup with style.,684,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715255.jpg,Diorblush,32.5,£,http://makeup-api.herokuapp.com/api/v1/products/684.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0715255_f071525556-vibrant-colour-powder-blush.html,blush,,[],2017-12-23 20:58:48.374,https://www.dior.com,81.41252974819048
Deep Coral  ,#FB8684,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/439/original/open-uri20171223-4-1max36x?1514063325,maybelline,powder,2016-10-01 18:34:46.302,,"Maybelline Fit Me Blush has lightweight pigments blend easily and wear evenly. It provides a natural, fade-proof cheek color that leaves skin the way it was meant to be...fresh, breathing, and natural.

For Best Results: For soft, natural look, brush along cheekbone, sweeping upward.",439,"https://d3t32hsnjxo7q6.cloudfront.net/i/53d5f825461117c0d96946e1029510b0_ra,w158,h184_pa,w158,h184.png",Maybelline Fit Me Blush,10.29,,http://makeup-api.herokuapp.com/api/v1/products/439.json,https://well.ca/products/maybelline-fit-me-blush_31269.html,blush,4.8,[],2017-12-23 21:08:45.097,https://well.ca,81.49233092751734
Get Me To The Alter ,#E88C90,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/469/original/open-uri20171223-4-i60yfu?1514063322,,powder,2016-10-01 18:35:28.524,,"Create naturally flushed looking cheeks with Saint Cosmetics' blush formulations. Designed to be worn alone or layered for more depth.Features: An ultra-blendable blush with a long-lasting formulaSilky smooth finishCreates a multi-dimensional lookMade in Canada from naturally derived ingredientsChemical Free, Vegan, Gluten Free",469,"https://d3t32hsnjxo7q6.cloudfront.net/i/ed6e230c6394a3c6d1904fcd02a4ae3a_ra,w158,h184_pa,w158,h184.png",Saint Cosmetics Blush,28.96,,http://makeup-api.herokuapp.com/api/v1/products/469.json,https://well.ca/products/saint-cosmetics-blush_116825.html,blush,,"[Canadian, Gluten Free, Vegan, Natural]",2017-12-23 21:08:42.899,https://well.ca,82.06095295571457
004 Brown Contour,#C69E8A,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/685/original/open-uri20171223-4-1p1tlsw?1514062728,dior,,2017-12-03 23:22:35.267,GBP,"The first contouring blush by Dior, Diorblush Sculpt allows you to easily redefine the face’s structure and volumes with the precision of a makeup artist thanks to its two contrasting shades.",685,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0716250.jpg,Diorblush Sculpt,32.5,£,http://makeup-api.herokuapp.com/api/v1/products/685.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0716250_f071625001-professional-contouring-powder-blush.html,blush,,[],2017-12-23 20:58:48.814,https://www.dior.com,82.61961026293939
Baby Doll,#F38D9B,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/922/original/open-uri20171224-4-1fun686?1514082642,nyx,,2017-12-24 02:28:44.070,USD,,922,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw587b93a7/ProductImages/Face/High_Definition_Pro_Blush_Refills/highdefinitionproblushrefills_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush Pro Refills,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/922.json,https://www.nyxcosmetics.com/high-definition-blush-pro-refills/NYX_254.html?cgid=blush,blush,,[],2017-12-24 02:30:42.574,https://www.nyxcosmetics.com,83.16850365372699
Baby Doll,#F38D9B,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/916/original/open-uri20171224-4-12rfxs8?1514082623,nyx,,2017-12-24 02:28:30.659,USD,A high definition lightweight blush that blends evenly. This vibrant and silky blush delivers a beautiful flush of color and is paraben free.,916,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw565af449/ProductImages/Face/High_Definition_Blush/highdefinitionblush_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/916.json,https://www.nyxcosmetics.com/high-definition-blush/NYX_178.html?cgid=blush,blush,,[],2017-12-24 02:30:23.527,https://www.nyxcosmetics.com,83.16850365372699
Summer ,#FE836C,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/463/original/data?1514063326,nyx,powder,2016-10-01 18:35:22.411,,This NYX High Definition Blush is a high definition lightweight blush that blends evenly.  This vibrant and silky blush delivers a beautiful flush of colour and is paraben free. ,463,"https://d3t32hsnjxo7q6.cloudfront.net/i/e4842a84c9c0522ba29f1a856d841b1c_ra,w158,h184_pa,w158,h184.jpg",NYX High Definition Blush,7.99,,http://makeup-api.herokuapp.com/api/v1/products/463.json,https://well.ca/products/nyx-high-definition-blush_118146.html,blush,4.0,[],2017-12-23 21:08:46.552,https://well.ca,83.49251463454674
864 Precious Rocks,#EF8687,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/686/original/open-uri20171223-4-msf54n?1514062728,dior,,2017-12-03 23:22:36.467,GBP,"The new limited-edition Diorblush showcases every facet of the Precious Rocks collection. Printed with a prismatic motif that reflects that of a precious stone, its sheer, peach colour blends seamlessly with your skin to deliver a fresh, crystal-clear complexion.",686,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715928_F071592864.jpg,DIORBLUSH PRECIOUS ROCKS - Christmas 2017 Limited Edition,0.0,£,http://makeup-api.herokuapp.com/api/v1/products/686.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/look-exclusives/precious-rocks-collection/pr-preciousrockslook-y0715928_f071592864-vibrant-colour-powderblush.html,blush,,[],2017-12-23 20:58:48.998,https://www.dior.com,83.54639429682169
